id,tokens,pos_tags,chunk_tags,ner_tags
953,"['Van' 'Boxmeer' 'would' 'not' 'say' 'how' 'much' 'higher' '1997'
 'profits' 'or' 'market' 'share' 'could' 'be' 'but' 'said' 'sales' 'of'
 'leading' 'Polish' 'brewers' 'should' 'rise' 'as' 'the' 'country' ""'s""
 'young' 'urban' 'professionals' 'gradually' 'switch' 'from' 'vodka' 'to'
 'beer' '.']","[22 22 20 30 37 46 16 17 11 24 10 21 21 20 37 10 38 24 15 39 16 24 20 37
 15 12 21 27 16 16 24 30 41 15 21 35 21  7]","[11 12 21 22 22 11 12 12 12 12  0 11 12 21 22  0 21 11 13 11 12 12 21 22
 13 11 12 11 12 12 12  3 21 13 11 13 11  0]","[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
954,"['""' 'The' 'perspective' 'on' 'growth' 'is' 'such' 'that' 'reasonably'
 'we' 'can' 'think' 'that' 'somewhere' 'between' '65' 'and' '80' 'litres'
 'per' 'year' 'is' 'certainly' 'reachable' ',' '""' 'van' 'Boxmeer' 'said'
 'on' 'Polish' 'per-capita' 'beer' 'consumption' ',' 'currently' 'around'
 '40' 'litres' '.']","[ 0 12 21 15 21 42 16 15 30 28 20 37 12 30 15 11 10 11 24 15 21 42 30 16
  6  0 22 22 38 15 16 16 21 21  6 30 15 11 24  7]","[ 0 11 12 13 11 21  1 17 11 11 21 22 11 12 12 12 12 12 12 13 11 21 22  1
  0  0 11 12 21 13 11 12 12 12  0  3 13 11 12  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 0 0
 0 0 0]"
955,"['He' 'said' 'the' '65-80-litre' 'level' 'could' 'be' 'reached' 'in' 'the'
 'next' 'ten' 'years' 'and' 'make' 'Poland' ',' 'with' 'its' '40-million'
 'population' ',' 'Europe' ""'s"" 'third' 'largest' 'beer' 'market' 'after'
 'Germany' 'and' 'Britain' '.']","[28 38 12 16 21 20 37 40 15 12 16 11 24 10 37 22  6 15 29 16 21  6 22 27
 16 18 21 21 15 22 10 22  7]","[11 21 11 12 12 21 22 22 13 11 12 12 12  0 21 11  0 13 11 12 12  0 11 12
  1  2 11 12 13 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 5 0]
956,"['Van' 'Boxmeer' 'said' 'Poland' ""'s"" 'top' 'five' 'brewers' ',' 'which'
 'produce' 'about' '55' 'percent' 'of' 'the' 'country' ""'s"" 'beer' ','
 'could' 'all' 'raise' 'market' 'share' 'as' 'some' 'of' 'the' 'numerous'
 'small' 'brewers' 'fall' 'to' 'competition' 'from' 'the' 'large'
 'brewers' 'with' 'foreign' 'investors' '.']","[22 22 38 22 27 16 11 24  6 43 41 30 11 21 15 12 21 27 21  6 20 12 41 21
 21 15 12 15 12 16 16 24 41 35 21 15 12 16 24 15 16 24  7]","[11 12 21 11 11 12 12 12  0 11 21 11 12 12 13 11 12 11 12  0 21  0 21 11
 12 17 11 13 11 12 12 12 21 13 11 13 11 12 12 13 11 12  0]","[1 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
957,"['Zywiec' 'is' '31.8-percent' 'owned' 'by' 'Heineken' 'while' 'Carlsberg'
 'has' 'the' 'same' 'amount' 'in' 'Okocim' '.']",[22 42 16 40 15 22 15 22 42 12 16 21 15 22  7],[11 21 11 12 13 11 17 11 21 11 12 12 13 11  0],[3 0 0 0 0 3 0 3 0 0 0 0 0 3 0]
958,"['Earlier' 'this' 'year' 'South' 'African' 'Breweries' 'Ltd' '(' 'SAB' ')'
 'bought' 'strategic' 'stakes' 'in' 'the' 'unlisted' 'Lech' 'and' 'Tychy'
 'brewers' ',' 'which' 'together' 'hold' 'more' 'than' '20' 'percent' 'of'
 'the' 'market' ',' 'and' 'Australia' ""'s"" 'Brewpole' 'BV' 'has' 'a'
 'controlling' 'stake' 'in' 'Poland' ""'s"" 'larges' 't' 'brewery' ','
 'Elbrewery' 'Company' 'Ltd.' '(' 'EB' ')' '.']","[31 12 21 22 22 23 22  4 22  5 38 16 24 15 12 16 22 10 22 24  6 43 30 41
 17 15 11 21 15 12 21  6 10 22 27 22 22 42 12 39 21 15 22 27 24 21 21  6
 22 22 22  4 22  5  7]","[11 12 12 12 12 12 12  0  0  0 21 11 12 13 11 12 12 12 12 11  0 11  3 21
 11 12 12 12 13 11 12  0  0 11 11 12 12 21 11 12 12 13 11 11 12 12 12  0
 11 12 12  0 11  0  0]","[0 0 0 3 4 4 4 0 3 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 4
 0 0 0 0 0 5 0 0 0 0 0 3 4 4 0 3 0 0]"
959,"['Van' 'Boxmeer' 'said' 'the' 'tough' 'competition' 'had' 'prevented'
 'Zywiec' 'from' 'raising' 'prices' 'in' 'line' 'with' 'inflation' ','
 'which' 'had' 'added' 'to' 'the' 'pressure' 'on' 'the' 'firm' ""'s""
 'margins' '.']","[22 22 38 12 16 21 38 40 22 15 39 24 15 21 15 21  6 43 38 40 35 12 21 15
 12 21 27 24  7]","[11 12 21 11 12 12 21 22 11 13 21 11 13 11 13 11  0 11 21 22 13 11 12 13
 11 12 11 12  0]",[1 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
960,"['He' 'said' 'advertising' 'costs' 'would' 'also' 'increase' 'in' 'the'
 'fight' 'for' 'market' 'share' '.']",[28 38 21 24 20 30 37 15 12 21 15 21 21  7],[11 21 11 12 21 22 22 13 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
961,"['But' 'he' 'said' 'the' 'company' ""'s"" 'investment' 'of' 'more' 'than'
 '$' '100' 'million' 'already' 'this' 'decade' ',' 'largely' 'in'
 'production' ',' 'would' 'help' 'position' 'it' 'to' 'compete' 'with'
 'such' 'competitors' 'as' 'brewers' 'from' 'the' 'neighbouring' 'Czech'
 'Republic' '.']","[10 28 38 12 21 27 21 15 17 15  3 11 11 30 12 21  6 30 15 21  6 20 37 21
 28 35 37 15 16 24 15 24 15 12 16 22 22  7]","[ 0 11 21 11 12 11 12 13 11 12 12 12 12  3 11 12  0  3 13 11  0 21 22 11
 11 21 22 13 11 12 13 11 13 11 12 12 12  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6
 0]"
962,"['Some' 'analysts' 'say' 'cheaper' 'but' 'high-quality' 'Czech' 'imports'
 'could' 'invade' 'Poland' 'once' 'tariffs' 'for' 'CEFTA' 'countries'
 'are' 'lifted' 'in' '1998' ',' 'but' 'van' 'Boxmeer' 'says' 'such' 'a'
 'threat' 'might' 'be' 'exaggerated' 'despite' 'the' 'Czech' 'beer'
 'market' ""'s"" 'overcapacity' '.']","[12 24 41 17 10 16 16 24 20 37 22 30 42 15 22 24 41 40 15 11  6 10 21 22
 42 16 12 21 20 37 16 15 12 16 21 21 27 21  7]","[11 12 21  1  0 11 12 12 21 22 11  3 21 17 11 12 21 22 13 11  0  0 11 12
 21 11 12 12 21 22 11 13 11 12 12 12 11 12  0]","[0 0 0 0 0 0 5 0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0
 0 0]"
963,"['""' 'I' 'think' 'Polish' 'consumers' 'in' 'general' 'are' 'quite' 'proud'
 'of' 'their' 'beers' '--' 'and' 'I' ""'m"" 'speaking' 'about' 'all' 'the'
 'brands' '--' 'and' 'as' 'we' 'make' 'good' 'beers' '...']","[ 0 28 41 16 24 15 16 41 30 16 15 29 24  8 10 28 41 39 15 26 12 24  8 10
 15 28 41 16 24  8]","[ 0 11 21 11 12 13  1 21  1  2 13 11 12  0  0 11 21 22 13 11 12 12  0  0
 17 11 21 11 12  0]",[0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
964,"['I' 'think' 'that' 'this' 'fidelity' 'to' 'our' 'beers' 'is' 'a' 'factor'
 'which' 'can' 'limit' 'the' 'Czech' 'beers' ',' '""' 'he' 'said' '.']",[28 41 15 12 21 35 29 24 42 12 21 43 20 37 12 16 24  6  0 28 38  7],[11 21 17 11 12 13 11 12 21 11 12 11 21 22 11 12 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0]
965,"['Van' 'Boxmeer' 'said' 'Zywiec' 'had' 'its' 'eye' 'on' 'Okocim' ','
 'which' 'has' 'said' 'it' 'would' 'start' 'producing' 'Carlsberg' 'beer'
 'next' 'year' ',' 'but' 'that' 'Zywiec' ""'s"" 'potential' 'production'
 'of' 'Heineken' 'was' 'a' 'medium-term' 'possibility' 'rather' 'than' 'a'
 'short-term' 'one' '.']","[22 22 38 22 38 29 21 15 22  6 43 42 38 28 20 37 39 22 21 16 21  6 10 15
 22 27 16 21 15 22 38 12 16 21 30 15 12 16 11  7]","[11 12 21 11 21 11 12 13 11  0 11 21 22 11 21 22 22 11 12 11 12  0  0 17
 11 11 12 12 13 11 21 11 12 12  5  6 11 12 12  0]","[1 2 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0
 0 0 0]"
966,"['He' 'said' 'his' 'firm' 'would' 'be' 'better' 'off' 'concentrating' 'on'
 'its' 'leading' 'brand' ',' 'Zywiec' 'Full' 'Light' ',' 'which'
 'accounts' 'for' '85' 'percent' 'of' 'sales' 'and' 'is' 'the' 'country'
 ""'s"" 'largest-selling' 'brand' '.']","[28 38 29 21 20 37 30 33 39 15 29 39 21  6 22 22 22  6 43 42 15 11 21 15
 24 10 42 12 21 27 16 21  7]","[11 21 11 12 21 22  3  4 21 13 11 12 12  0 11 12 12  0 11 21 13 11 12 13
 11  0 21 11 12 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
967,"['""' 'You' 'will' 'not' 'win' 'the' 'war' 'of' 'the' 'Polish' 'beer'
 'market' 'with' 'imported' 'international' 'brands' ',' '""' 'van'
 'Boxmeer' 'said' ',' 'adding' 'that' 'Heineken' 'would' 'remain' 'an'
 'up-market' 'import' 'in' 'Poland' '.']","[ 0 28 20 30 37 12 21 15 12 16 21 21 15 40 16 24  6  0 22 22 38  6 39 15
 22 20 37 12 16 21 15 22  7]","[ 0 11 21 22 22 11 12 13 11 12 12 12 13 11 12 12  0  0 11 12 21  0 21 17
 11 21 22 11 12 12 13 11  0]",[0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 5 0]
968,"['Van' 'Boxmeer' 'also' 'said' 'Zywiec' 'would' 'be' 'boosted' 'by' 'its'
 'recent' 'shedding' 'of' 'soft' 'drinks' 'which' 'only' 'accounted' 'for'
 'about' 'three' 'percent' 'of' 'the' 'firm' ""'s"" 'overall' 'sales' 'and'
 'for' 'which' '7.6' 'million' 'zlotys' 'in' 'provisions' 'had' 'already'
 'been' 'made' '.']","[22 22 30 38 22 20 37 40 15 29 16 39 15 16 24 43 30 38 15 15 11 21 15 12
 21 27 16 24 10 15 43 11 11 24 15 24 38 30 40 40  7]","[11 12  3 21 11 21 22 22 13 11 12 21 13 11 12 11  3 21 13 11 12 12 13 11
 12 11 12 12  0 13 11 11 12 12 13 11 21 22 22 22  0]","[1 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
969,['--' 'Warsaw' 'Newsroom' '+48' '22' '653' '9700'],[ 8 22 22 11 11 11 11],[11 12 12 12 12 12 12],[0 3 4 0 0 0 0]
970,['HAVEL' 'HAS' 'TRAECHEOTOMY' 'AFTER' 'CONDITIONS' 'WORSENS' '.'],[22 42 22 22 22 23  7],[11 21 11 12 12 12  0],[1 0 0 0 0 0 0]
971,['PRAGUE' '1996-12-06'],[22 11],[11 12],[5 0]
972,"['Doctors' 'performed' 'an' 'emergency' 'tracheotomy' 'to' 'help' 'Czech'
 'President' 'Vaclav' 'Havel' 'breathe' 'after' 'cancer' 'surgery' 'on'
 'his' 'lungs' 'earlier' 'this' 'week' ',' 'a' 'spokesman' 'said' 'on'
 'Friday' '.']","[24 38 12 21 24 35 37 22 22 22 22 37 15 21 21 15 29 24 31 12 21  6 12 21
 38 15 22  7]","[11 21 11 12 12 21 22 11 12 12 12 21 13 11 12 13 11 12 11 12 12  0 11 12
 21 13 11  0]",[0 0 0 0 0 0 0 5 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
973,"['He' 'said' 'that' 'the' 'procedure' 'to' 'insert' 'a' 'device' 'into'
 'Havel' ""'s"" 'throat' ',' 'done' 'after' 'his' 'breathing' 'worsened'
 'on' 'Thursday' ',' 'had' 'helped' ',' 'and' 'the' 'president' ""'s""
 'condition' 'significantly' 'improved' '.']","[28 38 15 12 21 35 37 12 21 15 22 27 21  6 40 15 29 21 40 15 22  6 38 40
  6 10 12 21 27 21 30 38  7]","[11 21 17 11 12 21 22 11 12 13 11 11 12  0 21 13 11 12 21 13 11  0 21 22
  0  0 11 12 11 12  3 21  0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
974,"['""' 'A' 'worsening' 'in' 'the' 'president' ""'s"" 'lung' 'functions' 'took'
 'place' 'yesterday' ',' '""' 'presidential' 'spokesman' 'Ladlislav'
 'Spacek' 'said' 'in' 'a' 'statement' '.']",[ 0 12 39 15 12 21 27 21 24 38 21 21  6  0 16 21 22 22 38 15 12 21  7],[ 0 11 12 13 11 12 11 12 12 21 11 11  0  0 11 12 12 12 21 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0]
975,"['""' 'A' 'tracheotomy' 'was' 'performed' 'and' 'supportive' 'breathing'
 'was' 'installed' 'through' 'the' 'help' 'of' 'a' 'breathing' 'device'
 ',' '""' 'he' 'said' '.' '""']",[ 0 12 21 38 40 10 16 21 38 40 15 12 21 15 12 21 21  6  0 28 38  7  0],[ 0 11 12 21 22  0 11 12 21 22 13 11 12 13 11 12 12  0  0 11 21  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
976,"['After' 'these' 'steps' ',' 'the' 'president' ""'s"" 'condition'
 'signigicantly' 'improved' '.' '""']",[15 12 24  6 12 21 27 21 30 40  7  0],[13 11 12  0 11 12 11 12 21 22  0  0],[0 0 0 0 0 0 0 0 0 0 0 0]
977,"['Havel' 'has' 'been' 'recovering' 'from' 'surgery' 'on' 'Monday' 'which'
 'removed' 'a' 'small' 'malignant' 'tumour' 'and' 'half' 'of' 'his'
 'right' 'lung' '.']",[22 42 40 39 15 21 15 22 43 38 12 16 16 21 10 21 15 29 16 21  7],[11 21 22 22 13 11 13 11 11 21 11 12 12 12  0 11 13 11 12 12  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
978,"['Doctors' 'after' 'the' 'operation' 'said' 'that' 'they' 'had' 'caught'
 'the' 'cancer' 'early' ',' 'and' 'that' 'Havel' 'could' 'fully' 'recover'
 'from' 'the' 'surgery' 'within' 'six' 'weeks' '.']","[24 15 12 21 38 15 28 38 40 12 21 30  6 10 15 22 20 30 37 15 12 21 15 11
 24  7]","[11 13 11 12 21 17 11 21 22 11 12  3  0  0 17 11 21 22 22 13 11 12 13 11
 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
979,"['His' 'spokesman' 'said' 'on' 'Thursday' 'that' 'Havel' ',' '60' 'and'
 'a' 'heavy' 'smoker' ',' 'had' 'also' 'developed' 'a' 'slight' 'case'
 'of' 'pneumonia' 'in' 'the' 'left' 'lung' '.']","[29 21 38 15 22 15 22  6 11 10 12 16 21  6 38 30 40 12 16 21 15 21 15 12
 16 21  7]","[11 12 21 13 11 17 11  0 11  0 11 12 12  0 21 22 22 11 12 12 13 11 13 11
 12 12  0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
980,"['UK-US' 'open' 'skies' 'talks' 'end' ',' 'no' 'date' 'to' 'restart' '.']",[22 16 24 24 21  6 12 21 35 37  7],[11 12 12 12 12  0 11 12 21 22  0],[7 0 0 0 0 0 0 0 0 0 0]
981,['LONDON' '1996-12-06'],[22 11],[11 12],[5 0]
982,"['The' 'UK' 'Department' 'of' 'Transport' 'on' 'Friday' 'said' 'that'
 'the' 'latest' 'round' 'of' '""' 'open' 'skies' '""' 'talks' 'with' 'the'
 'U.S.' 'had' 'ended' 'with' 'no' 'deal' 'on' 'liberalising' 'the'
 'transatlantic' 'flight' 'market' 'and' 'no' 'date' 'set' 'for' 'when'
 'talks' 'would' 'restart' '.']","[12 22 22 15 22 15 22 38 15 12 18 21 15  0 16 24  0 24 15 12 22 38 40 15
 12 21 15 39 12 21 21 21 10 12 21 40 15 46 24 20 37  7]","[11 12 12 13 11 13 11 21 17 11 12 12 13  0 11 12  0 11 13 11 12 21 22 13
 11 12 13 21 11 12 12 12  0 11 12 21 13  3 11 21 22  0]","[0 5 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
983,"['A' 'spokesman' 'for' 'the' 'DOT' 'told' 'Reuters' '""' 'We' 'have' 'had'
 'talks' 'towards' 'concluding' 'a' 'new' 'air' 'service' 'agreement'
 'which' 'would' 'produce' 'liberalisation' '...']",[12 21 15 12 22 38 22  0 28 41 40 24 15 39 12 16 21 21 21 43 20 37 21  8],[11 12 13 11 12 21 11  0 11 21 22 11 13 21 11 12 12 12 12 11 21 22 11  0],[0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
984,"['useful' 'progress' 'was' 'made' 'on' 'a' 'number' 'of' 'issues' ','
 'but' 'not' 'all' '.']",[16 21 38 40 15 12 21 15 24  6 10 30 12  7],[ 1 11 21 22 13 11 12 13 11 11 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
985,"['No' 'date' 'has' 'been' 'set' 'for' 'further' 'talks' '.' '""']",[12 21 42 40 40 15 16 24  7  0],[11 12 21 22 22 13 11 12  0  0],[0 0 0 0 0 0 0 0 0 0]
986,['Tambang' 'Timah' 'at' '$' '15.575' 'in' 'London' '.'],[39 22 15  3 11 15 22  7],[21 11 13 11 12 13 11  0],[3 4 0 0 0 0 5 0]
987,['LONDON' '1996-12-07'],[22 11],[11 12],[5 0]
988,"['PT' 'Tambang' 'Timah' 'closed' 'at' '$' '15.575' 'per' 'GDR' 'in'
 'London' 'on' 'Friday' '.']",[28 22 22 38 15  3 11 15 22 15 22 15 22  7],[11 12 12 21 13 11 12 13 11 13 11 13 11  0],[3 4 4 0 0 0 0 0 0 0 5 0 0 0]
989,"['It' 'recorded' 'the' 'day' ""'s"" 'low' 'of' '$' '15.475' 'and' 'the'
 'day' ""'s"" 'high' 'of' '$' '15.725' '.']",[28 38 12 21 27 21 15  3 11 10 12 21 42 16 15  3 11  7],[11 21 11 12 11 12 13 11 12  0 11 12 12 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
990,['It' 'closed' 'at' '$' '15.80' 'on' 'Thursday' '.'],[28 38 15  3 11 15 22  7],[11 21 13 11 12 13 11  0],[0 0 0 0 0 0 0 0]
991,"['One' 'Global' 'Depository' 'Receipt' 'represents' '10' 'common' 'shares'
 '.']",[11 22 22 22 42 11 16 24  7],[11 12 12 12 21 11 12 12  0],[0 0 0 0 0 0 0 0 0]
992,['--' 'Jakarta' 'newsroom' '+6221' '384-6364'],[ 8 22 21 11 11],[11 12 12 12 12],[0 5 0 0 0]
993,['Telkom' 'at' '$' '35' 'in' 'London' '.'],[21 15  3 11 15 22  7],[ 7 13 11 12 13 11  0],[3 0 0 0 0 5 0]
994,['LONDON' '1996-12-07'],[22 11],[11 12],[5 0]
995,"['PT' 'Telekomunikasi' 'Indonesia' '(' 'Telkom' ')' 'closed' 'at' '$' '35'
 'in' 'London' 'on' 'Friday' '.']",[28 22 22  4 22  5 38 15  3 11 15 22 15 22  7],[11 12 12  0 11  0 21 13 11 12 13 11 13 11  0],[3 4 4 0 3 0 0 0 0 0 0 5 0 0 0]
996,"['It' 'recorded' 'the' 'day' ""'s"" 'low' 'of' '$' '34.475' 'and' 'the'
 'day' ""'s"" 'high' 'of' '$' '35.375' '.']",[28 38 12 21 27 21 15  3 11 10 12 21 42 16 15  3 11  7],[11 21 11 12 11 12 13 11 12  0 11 12 12 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
997,['Its' 'previous' 'close' 'on' 'Thursday' 'as' '$' '35.63' '.'],[29 16 21 15 22 15  3 11  7],[11 12 12 13 11 13 11 12  0],[0 0 0 0 0 0 0 0 0]
998,"['One' 'ADS' 'represents' '20' 'ordinary' 'shares' '--' 'Jakarta'
 'newsroom' '+6221' '384-6364' '.']",[11 24 42 11 16 24  8 22 21 11 30  7],[11 12 21 11 12 12  0 11 12 12  3  0],[0 0 0 0 0 0 0 5 0 0 0 0]
999,['Woman' 'charged' 'over' 'N.' 'Ireland' 'arms' 'find' '.'],[21 40 15 22 22 24 41  7],[11 21 13 11 12 12 21  0],[0 0 0 5 6 0 0 0]
1000,['BELFAST' '1996-12-06'],[24 11],[11 12],[5 0]
1001,"['A' 'woman' 'was' 'charged' 'on' 'Friday' 'with' 'terrorist' 'offences'
 'after' 'three' 'Irish' 'Republican' 'Army' 'mortar' 'bombs' 'were'
 'found' 'in' 'a' 'Belfast' 'house' ',' 'police' 'said' '.']","[12 21 38 40 15 22 15 16 24 15 11 22 22 22 21 24 38 40 15 12 22 21  6 21
 38  7]","[11 12 21 22 13 11 13 11 12 13 11 12 12 12 12 12 21 22 13 11 12 12 12 12
 21  0]",[0 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 0 0 0 0 5 0 0 0 0 0]
1002,"['Police' 'said' 'the' 'bombs' 'were' 'found' 'hidden' 'with'
 'incendiaries' 'and' 'ammunition' 'that' 'were' 'blocked' 'up' 'behind'
 'a' 'kitchen' 'wall' '.']",[24 38 12 24 38 40 40 15 24 10 21 43 38 40 33 15 12 21 21  7],[11 21 11 12 21 22 22 13 11 12 12 11 21 22 15 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1003,"['The' '35-year-old' 'woman' 'was' 'charged' 'with' 'possession' 'of'
 'explosives' 'with' 'intent' 'to' 'endanger' 'life' 'and' 'making' 'a'
 'house' 'available' 'for' 'the' 'purpose' 'of' 'terrorism' ',' 'police'
 'said' '.']","[12 16 21 38 40 15 21 15 24 15 21 35 37 21 10 39 12 21 16 15 12 21 15 21
  6 21 38  7]","[11 12 12 21 22 13 11 13 11 13 11 21 22 11  0 21 11 12  1 13 11 12 13 11
 12 12 21  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1004,['She' 'will' 'appear' 'in' 'court' 'on' 'Saturday' '.'],[28 20 37 15 21 15 22  7],[11 21 22 13 11 13 11  0],[0 0 0 0 0 0 0 0]
1005,['Her' 'name' 'was' 'not' 'released' '.'],[29 21 38 30 40  7],[11 12 21 22 22  0],[0 0 0 0 0 0]
1006,"['Security' 'forces' 'said' 'the' 'bombs' 'may' 'have' 'been' 'intended'
 'for' 'use' 'in' 'a' 'pre-Christmas' 'bombing' 'campaign' 'by' 'the'
 'guerrilla' 'group' 'that' 'is' 'battling' 'to' 'oust' 'Britain' 'from'
 'Northern' 'Ireland' '.']","[21 24 38 12 24 20 37 40 40 15 21 15 12 16 39 21 15 12 21 21 43 42 39 35
 37 22 15 22 22  7]","[11 12 21 11 12 21 22 22 22 13 11 13 11 12 12 12 13 11 12 12 11 21 22 22
 22 11 13 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 6 0]
1007,['Britain' 'sets' 'conditions' 'to' 'clear' 'American' 'alliance' '.'],[22 42 24 35 37 16 21  7],[11 21 11 21 22 11 12  0],[5 0 0 0 0 7 0 0]
1008,['Edna' 'Fernandes'],[22 23],[11 12],[1 2]
1009,['LONDON' '1996-12-06'],[22 11],[11 12],[5 0]
1010,"['The' 'British' 'government' 'warned' 'Friday' 'that' 'it' 'would'
 'refer' 'the' 'proposed' 'trans-Atlantic' 'alliance' 'between' 'British'
 'Airways' 'Plc' 'and' 'American' 'Airlines' 'to' 'Britain' ""'s""
 'Monopolies' 'and' 'Mergers' 'Commission' 'unless' 'the' 'carriers'
 'complied' 'with' 'a' 'number' 'of' 'conditions' '.']","[12 16 21 38 22 15 28 20 37 12 16 16 21 15 22 23 22 10 22 22 35 22 27 22
 10 22 22 15 12 24 40 15 12 21 15 24  7]","[11 12 12 21 11 17 11 21 22 11 12 12 12 13 11 12 12 12 12 12 13 11 11 12
 12 12 12 17 11 12 21 13 11 12 13 11  0]",[0 7 0 0 0 0 0 0 0 0 0 7 0 0 3 4 4 0 3 4 0 5 0 3 4 4 4 0 0 0 0 0 0 0 0 0 0]
1011,"['Trade' 'and' 'Industry' 'Secretary' 'Ian' 'Lang' 'added' 'that' 'even'
 'if' 'the' 'conditions' 'were' 'met' 'by' 'both' 'airlines' ',' 'final'
 'clearance' 'would' 'hinge' 'on' 'an' 'open' 'skies' 'deal' 'between'
 'Britain' 'and' 'the' 'United' 'States' 'to' 'liberalise'
 'trans-Atlantic' 'air' 'traffic' ',' 'which' 'would' 'create' 'greater'
 'competition' 'on' 'the' 'routes' '.']","[22 10 22 22 22 22 38 15 30 15 12 24 38 40 15 12 24  6 16 21 20 37 15 12
 16 24 38 15 22 10 12 22 23 35 37 16 21 21  6 43 20 37 17 21 15 12 24  7]","[11 12 12 12 12 12 21 17 17 18 11 12 21 22 13 11 12  0 11 12 21 22 13 11
 12 12 21 13 11  0 11 12 12 21 22 11 12 12  0 11 21 22 11 12 13 11 12  0]","[3 4 4 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 6 0 0 7 0
 0 0 0 0 0 0 0 0 0 0 0]"
1012,"['Lang' 'said' 'he' 'supported' 'conditions' 'proposed' 'by' 'Britain'
 ""'s"" 'Office' 'of' 'Fair' 'Trading' ',' 'which' 'was' 'asked' 'to'
 'examine' 'the' 'case' 'last' 'month' '.']",[22 38 28 38 24 40 15 22 27 22 15 22 22  6 43 38 40 35 37 12 21 16 21  7],[11 21 11 21 11 21 13 11 11 12 13 11 12  0 11 21 22 22 22 11 12 11 12  0],[1 0 0 0 0 0 0 5 0 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0]
